,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
6923,"SM(운영)/인프라및클라우드/안국역or부평인근/즉시-23.12.31(계속가능)/초급2명/상세참조/...Linux,WindowsOS등서버운영..../",/Recruit/GI_Read/42805100?rPageCode=SL&logpath=21,㈜조인아이티,"['경력3년↑', '학력무관', '서울종로구', '계약직외']","SM, DW, SI, 시스템운영, 네트워크관리, ERP, 소프트웨어개발",경력3년↑,학력무관,서울종로구,계약직외,,,
6924,공공기관 상주 PC유지관리 직원,/Recruit/GI_Read/42804754?rPageCode=SL&logpath=21,㈜엠지시스,"['경력3년↑', '초대졸↑', '세종전지역외', '정규직', '2,900~3,000만원', '사원급외']","SM, A·S수리, 기술지원, 시스템운영, SI, 설치, 유지보수",경력3년↑,초대졸↑,세종전지역외,정규직,"2,900~3,000만원",사원급외,
6925,(주)아센코리아 기업부설연구소 소프트웨어 개발 담당자 모집,/Recruit/GI_Read/42803899?rPageCode=SL&logpath=21,㈜아센코리아,"['경력3년↑', '초대졸↑', '서울금천구', '정규직', '주임~대리급외']","펌웨어, 임베디드",경력3년↑,초대졸↑,서울금천구,정규직,주임~대리급외,,
6926,(주)비즈데이터 데이터 엔지니어 모집,/Recruit/GI_Read/42803597?rPageCode=SL&logpath=21,비즈데이터,"['경력3년↑', '학력무관', '서울서초구', '정규직', '과장~차장급외']","빅데이터, 데이터레이크, ETL, 소프트웨어개발, 데이터파이프라인",경력3년↑,학력무관,서울서초구,정규직,과장~차장급외,,
6927,"AI기반 응용프로그램 개발자(C#, 경력)",/Recruit/GI_Read/42803426?rPageCode=SL&logpath=21,넥스트케이,"['경력3년↑', '초대졸↑', '경기용인시외', '정규직', '사원급외']",소프트웨어개발,경력3년↑,초대졸↑,경기용인시외,정규직,사원급외,,
6928,SW 연구소 연구원 채용의 건,/Recruit/GI_Read/42803008?rPageCode=SL&logpath=21,㈜사이버메드,"['경력무관', '대졸↑', '대전유성구', '정규직', '팀원']",의료기기,경력무관,대졸↑,대전유성구,정규직,팀원,,
6929,[골프존커머스] 백엔드 웹 엔지니어 경력직 채용,/Recruit/GI_Read/42802868?rPageCode=SL&logpath=21,㈜골프존커머스,"['경력7년↑', '학력무관', '서울송파구', '정규직']",유통관리,경력7년↑,학력무관,서울송파구,정규직,,,
6930,(주)에니트(서울연구소) 2023 하반기 HW 개발 모집 (신입),/Recruit/GI_Read/42802020?rPageCode=SL&logpath=21,㈜에니트,"['신입', '대졸↑', '서울금천구외', '정규직', '2,900만원이상', '팀원']","BigData, 솔루션, 시스템설계, 회로설계, 펌웨어",신입,대졸↑,서울금천구외,정규직,"2,900만원이상",팀원,
6931,(주)그린파워 배터리 충방전기 S/W 개발연구원 모집,/Recruit/GI_Read/42801875?rPageCode=SL&logpath=21,㈜그린파워,"['경력3년↑', '대졸↑', '경기화성시', '정규직', '주임~대리급외']","전자, 전기",경력3년↑,대졸↑,경기화성시,정규직,주임~대리급외,,
6932,"[울산]정규직 개발자 모집(JAVA, C#)-경력",/Recruit/GI_Read/42801821?rPageCode=SL&logpath=21,㈜인사이트온,"['경력', '대졸↑', '울산중구외', '정규직', '2,800만원이상']","SM, SI, SCM, 소프트웨어개발",경력,대졸↑,울산중구외,정규직,"2,800만원이상",,
6933,네트워크 엔지니어(시스템 엔지니어) 채용,/Recruit/GI_Read/42801520?rPageCode=SL&logpath=21,국제텔레시스,"['경력무관', '학력무관', '서울마포구외', '정규직', '2,700~3,500만원', '사원급외']","네트웍구축, 통신, 네트워크관리, 정보통신",경력무관,학력무관,서울마포구외,정규직,"2,700~3,500만원",사원급외,
6934,SW 보안솔루션 Sales Engineer,/Recruit/GI_Read/42801117?rPageCode=SL&logpath=21,㈜케이엠에스테크놀로지,"['경력4년↑', '대졸↑', '서울강남구외', '정규직', '주임~대리급외']","솔루션, 시스템운영, 기술영업, 시스템분석, 보안관제, 네트워크관리, 정보보안, 기술지원, 네트워크관리, 소프트웨어개발",경력4년↑,대졸↑,서울강남구외,정규직,주임~대리급외,,
6935,응용프로그램개발(VisualBasic/C# 가능자),/Recruit/GI_Read/42800169?rPageCode=SL&logpath=21,㈜아탑코리아,"['신입·경력1년↑', '학력무관', '경기수원시', '정규직', '3,000~4,000만원', '사원급외']","기계설비, 기계설계",신입·경력1년↑,학력무관,경기수원시,정규직,"3,000~4,000만원",사원급외,
6936,(서울) Apache / Tomcat  WAS엔지니어를 모집합니다,/Recruit/GI_Read/42800083?rPageCode=SL&logpath=21,㈜데이타뱅크,"['경력5년↑', '대졸↑', '서울금천구외', '정규직외']","시스템운영, 서버구축, IT컨설팅, 서버관리",경력5년↑,대졸↑,서울금천구외,정규직외,,,
6937,GIS DB 구축 신입/경력 직원 모집,/Recruit/GI_Read/42799635?rPageCode=SL&logpath=21,㈜엔토포스,"['경력무관', '초대졸↑', '경기안양시', '정규직', '사원급외']","데이터관리, 3차원 도시 모델링, 항공영상 판독 및 도화, GIS DB구축 및 관리, 소프트웨어개발",경력무관,초대졸↑,경기안양시,정규직,사원급외,,
6938,"서버 OS(Linux, Windows Server) 기술지원 및 관리 엔지니어 채용",/Recruit/GI_Read/42799394?rPageCode=SL&logpath=21,㈜소프트피플코리아,"['경력2년↑', '학력무관', '경기성남시', '정규직', '주임~대리급외']","SM, 솔루션, 서버구축, 시스템운영, 서버관리, 소프트웨어개발",경력2년↑,학력무관,경기성남시,정규직,주임~대리급외,,
6939,앱 개발자 모집,/Recruit/GI_Read/42798722?rPageCode=SL&logpath=21,㈜담우광학전자기술,"['경력3년↑', '대졸↑', '광주북구', '정규직', '250만원이상(월)']","전기제어, 자동제어, 전자, HMI",경력3년↑,대졸↑,광주북구,정규직,250만원이상(월),,
6940,(주)아이옵스 AI 연구 개발자 경력직 채용,/Recruit/GI_Read/42796969?rPageCode=SL&logpath=21,㈜아이옵스,"['경력5년↑', '대졸↑', '대전유성구', '정규직', '주임~대리급외']","빅데이터, 데이터레이크, 딥러닝, ETL, 시스템분석, 인공지능, 이미지프로세싱, 클라이언트, SI개발, 아키텍처, 챗봇, 시스템설계, 데이터파이프라인, 모델링",경력5년↑,대졸↑,대전유성구,정규직,주임~대리급외,,
6941,복합기/복사/AS 및 유지보수(경력직) 업무 담당자를 모집합니다,/Recruit/GI_Read/42795666?rPageCode=SL&logpath=21,진성디지털솔루션,"['경력5년↑', '고졸↑', '서울용산구외', '정규직', '3,500~4,000만원', '과장~차장급외']","A·S수리, 네트워크관리, 컴퓨터, AS, 유지보수",경력5년↑,고졸↑,서울용산구외,정규직,"3,500~4,000만원",과장~차장급외,
6942,[(주)이노하스] 푸드테크 식품기업 이노하스MD / R&D 채용,/Recruit/GI_Read/42667955?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력', '초대졸↑', '서울강남구외', '정규직']","재고관리, 식품MD, 네트워크관리, 리테일MD, 경영기획, 매출관리, 상품기획, 시스템설계, 제품개발",경력,초대졸↑,서울강남구외,정규직,,,
6943,[(주)플롯퍼실리티스] 경영기획부서 사업관리 및 기획업무,/Recruit/GI_Read/42667084?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력3년↑', '대졸↑', '충북청주시외', '정규직']","회로설계, 신사업기획, 사업기획, 시스템설계, 전략기획, 반도체생산, 연구기획, 경영기획",경력3년↑,대졸↑,충북청주시외,정규직,,,
6944,"[(주)피플벤처스] PHP백엔드, 프론트 개발자 / CRM,콘텐츠,퍼포먼스 마케터 채용",/Recruit/GI_Read/42665863?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '고졸↑', '서울마포구외', '정규직']","네트워크관리, SI개발, 브랜딩, 서버관리, 클라우드개발자, 포털",경력무관,고졸↑,서울마포구외,정규직,,,
6945,[은성트래시스(주)] 개발자 채용,/Recruit/GI_Read/42667505?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력3년↑', '초대졸↑', '광주광산구외', '정규직']","펌웨어, C#, IoT, 네트워크관리, 컨텐츠, ML, 시스템설계, 소셜커머스, C, 포털",경력3년↑,초대졸↑,광주광산구외,정규직,,,
6946,[(주)유니오텍] 광학분야 R&D매니저 및 엔지니어 / 기술영업직 채용,/Recruit/GI_Read/42666555?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '대졸↑', '대전유성구외', '정규직']","솔루션영업, 연구·실험·기술, 시스템영업, 기술영업, 제조·공정, R&D, 생명공학, 기술지원, 네트워크영업",경력무관,대졸↑,대전유성구외,정규직,,,
6947,[(주)두잇파이브] HTML5게임 서비스 - 백엔드 개발자 채용(PHP),/Recruit/GI_Read/42664955?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['신입·경력1년↑', '고졸↑', '경기성남시외', '정규직']","시스템설계, php, Linux, 소프트웨어개발",신입·경력1년↑,고졸↑,경기성남시외,정규직,,,
6948,[(주)사이버메드] SW연구원 / 생산관리자 / RA연구원 채용,/Recruit/GI_Read/42653530?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '대졸↑', '대전유성구외', '정규직']","제품개발, 생산관리, 품질보증, 딥러닝, 의료기기연구, 인공지능, 3D설계, 의료기기, 생산기술",경력무관,대졸↑,대전유성구외,정규직,,,
6949,[(주)제이엠엘에디] 연구소 회로개발자 채용,/Recruit/GI_Read/42654140?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력3년↑', '대졸↑', '전남나주시외', '정규직']","조명, 회로설계, 회로설계, LED·OLED, 회로, LED",경력3년↑,대졸↑,전남나주시외,정규직,,,
6950,"[유니온시스템] 전자회로(RF회로, 컨트롤회로, 무선통신회로) 개발자 채용",/Recruit/GI_Read/42653986?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력3년↑', '초대졸↑', '대구수성구외', '정규직']","펌웨어, 펌웨어, 펌웨어, 생산기술, 소프트웨어개발",경력3년↑,초대졸↑,대구수성구외,정규직,,,
6951,"[(주)엔바이온] 환경 기술팀/사업팀(기계,환경,전기)/연구소 신입,경력 채용",/Recruit/GI_Read/42652604?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '초대졸↑', '대전유성구외', '정규직']","제품개발, 제어·설계, 환경, 전기점검, R&D, 시스템설계, 생산기술, 기계조작",경력무관,초대졸↑,대전유성구외,정규직,,,
6952,보안 솔루션 엔지니어 (경력) 모집,/Recruit/GI_Read/42804842?rPageCode=SL&logpath=21,㈜인포시즈,"['신입·경력', '초대졸↑', '서울강남구', '정규직', '3,500~5,000만원', '과장~차장급']","네트워크보안, 방화벽, 보안관제, 네트워크관리, 보안소프트웨어, 방화벽",신입·경력,초대졸↑,서울강남구,정규직,"3,500~5,000만원",과장~차장급,
6953,영상처리 및 머신비전 검사 프로그래머 정규직,/Recruit/GI_Read/42804146?rPageCode=SL&logpath=21,옵티언스,"['경력5년↑', '초대졸↑', '경기부천시', '정규직', '3,000~9,000만원', '과장~차장급외']","디스플레이, 반도체, 반도체장비, 정밀광학, LED, 딥러닝, 이미지프로세싱",경력5년↑,초대졸↑,경기부천시,정규직,"3,000~9,000만원",과장~차장급외,
6954,[엠투클라우드] R&D팀 하드웨어 개발자 채용,/Recruit/GI_Read/42802988?rPageCode=SL&logpath=21,엠투클라우드,"['경력무관', '대졸↑', '서울송파구', '정규직', '팀원']",소프트웨어개발,경력무관,대졸↑,서울송파구,정규직,팀원,,
6955,[오산]SW 자동화 소프트웨어 개발,/Recruit/GI_Read/42802728?rPageCode=SL&logpath=21,㈜큐드,"['신입·경력1년↑', '초대졸↑', '경기수원시외', '정규직']","테스터, 문서관리, 문서작성, 검증, 소프트웨어개발",신입·경력1년↑,초대졸↑,경기수원시외,정규직,,,
6956,Backend(Java) 개발자 경력직 채용(5-8년차),/Recruit/GI_Read/42802650?rPageCode=SL&logpath=21,㈜젠트로피,"['경력5년↑', '학력무관', '서울강남구', '정규직', '주임~대리급외']",자동차,경력5년↑,학력무관,서울강남구,정규직,주임~대리급외,,
6957,3D WebGL 개발자 모집,/Recruit/GI_Read/42802597?rPageCode=SL&logpath=21,㈜이안,"['경력3년↑', '초대졸↑', '서울금천구외', '정규직']",소프트웨어개발,경력3년↑,초대졸↑,서울금천구외,정규직,,,
6958,[일진그룹] 초음파 의료기기 품질(신뢰성) 검증(팀장급),/Recruit/GI_Read/42801371?rPageCode=SL&logpath=21,알피니언메디칼시스템,"['경력10년↑', '대졸↑', '서울강서구', '정규직', '과장~차장급외']","검증, 품질보증, 품질분석, 테스터, FPGA, 검증, SQA, HQA, 기술연구, 신뢰성검증, 신뢰성, 검증",경력10년↑,대졸↑,서울강서구,정규직,과장~차장급외,,
6959,[상장기업] JAVA 웹개발자 모집,/Recruit/GI_Read/42799580?rPageCode=SL&logpath=21,㈜아이퀘스트,"['경력5년↑', '학력무관', '서울구로구', '인턴', '팀원']","데이터관리, 솔루션, CRM, ERP, 소프트웨어개발, WAS",경력5년↑,학력무관,서울구로구,인턴,팀원,,
6960,[실내자율주행로봇 연구개발] 로보틱스 소프트웨어 개발,/Recruit/GI_Read/42797640?rPageCode=SL&logpath=21,㈜로보티즈,"['신입·경력1년↑', '대졸↑', '서울강서구', '정규직외', '', '사원급외']",메카트로닉스,신입·경력1년↑,대졸↑,서울강서구,정규직외,,사원급외,
6961,Web3.0 게임 개발 플랫폼 크로믹스에서 개발자를 모십니다.,/Recruit/GI_Read/42799336?rPageCode=SL&logpath=21,젠틀파파스,"['경력3년↑', '학력무관', '서울관악구외', '정규직']",게임개발,경력3년↑,학력무관,서울관악구외,정규직,,,
6962,모니터랩 보안제품 서비스 개발 [C/Go/Linux 개발](신입/경력) 채용,/Recruit/GI_Read/42797243?rPageCode=SL&logpath=21,모니터랩,"['신입·경력3년↑', '학력무관', '서울구로구', '정규직']","네트워크보안, 방화벽, 보안소프트웨어, 정보보안, 방화벽, 보안컨설팅, 정보보안",신입·경력3년↑,학력무관,서울구로구,정규직,,,
6963,대기업 사이트 운영 퍼블리셔,/Recruit/GI_Read/42796375?rPageCode=SL&logpath=21,아이파트너즈,"['경력6년↑', '초대졸↑', '서울강남구', '정규직']","반응형웹, 웹에이전시",경력6년↑,초대졸↑,서울강남구,정규직,,,
6964,프론트엔드 개발자 경력 모집 공고,/Recruit/GI_Read/42796006?rPageCode=SL&logpath=21,뎁스,"['경력2년↑', '학력무관', '경남창원시외', '정규직']",소프트웨어개발,경력2년↑,학력무관,경남창원시외,정규직,,,
6965,소프트웨어 엔지니어 모집 / 원주,/Recruit/GI_Read/42795849?rPageCode=SL&logpath=21,㈜인트루바인,"['신입·경력', '초대졸↑', '강원원주시', '정규직', '사원급외']","네트워크관리, BigData, SI개발, 솔루션, BI, 시스템분석, 시스템운영, SI, 시스템분석, 클라이언트, SI개발, 시스템설계, 솔루션스아키텍트, 클라우드개발자, 아키텍처, 시스템설계, 서버관리, 클라우드아키텍트",신입·경력,초대졸↑,강원원주시,정규직,사원급외,,
6966,Linux시스템 개발자 채용,/Recruit/GI_Read/42794756?rPageCode=SL&logpath=21,㈜경우시스테크,"['경력무관', '학력무관', '서울금천구외', '정규직', '사원급외']","SI개발, 펌웨어, 솔루션, 딥러닝, 시스템분석, SI, 인공지능, SI개발, 시스템설계, 시스템설계, 소프트웨어개발, 모델링",경력무관,학력무관,서울금천구외,정규직,사원급외,,
6967,AI 개발자 채용 공고 (병역 특례 가능),/Recruit/GI_Read/42794404?rPageCode=SL&logpath=21,㈜옵트에이아이,"['경력무관', '석사↑', '서울강서구', '정규직']","솔루션, 딥러닝, 인공지능, 소프트웨어개발",경력무관,석사↑,서울강서구,정규직,,,
6968,소프트웨어 개발자 채용,/Recruit/GI_Read/42804742?rPageCode=SL&logpath=21,㈜휴먼씨엔씨,"['경력6년↑', '초대졸↑', '대전유성구', '정규직외', '', '주임~대리급외']","솔루션, 소프트웨어개발",경력6년↑,초대졸↑,대전유성구,정규직외,,주임~대리급외,
6969,시스템 하드웨어 기술직 신입/경력직 모집,/Recruit/GI_Read/42802927?rPageCode=SL&logpath=21,㈜에즈웰,"['신입·경력', '초대졸↑', '대구북구외', '정규직']","스토리지, 시스템운영, 하드웨어, 서버관리, 유지보수",신입·경력,초대졸↑,대구북구외,정규직,,,
6970,JAVA 개발자 (중급) 모집 / 진주 3개월,/Recruit/GI_Read/42802277?rPageCode=SL&logpath=21,동양정보서비스㈜,"['경력5년↑', '초대졸↑', '서울강서구외', '계약직외']","SM, SI, 소프트웨어개발",경력5년↑,초대졸↑,서울강서구외,계약직외,,,
6971,"정보통신 관련 (네트워크 컨설팅, 설계, 구축, 유지보수) 신입 및 경력사원 모집",/Recruit/GI_Read/42801397?rPageCode=SL&logpath=21,㈜메트로컴넷,"['신입·경력', '고졸↑', '서울서대문구외', '정규직']","서버구축, 네트워크.통신서비스, 네트웍구축, 네트워크관리, 정보통신공사, 정보보안, 통신",신입·경력,고졸↑,서울서대문구외,정규직,,,
6972,"서버 및 시스템 유지보수(Linux,VMware,윈도우) 엔지니어",/Recruit/GI_Read/42801355?rPageCode=SL&logpath=21,㈜인프라큐브,"['경력2년↑', '학력무관', '서울금천구', '정규직', '사원급외']","스토리지, 서버구축, 시스템운영, 하드웨어, 서버관리, 유지보수",경력2년↑,학력무관,서울금천구,정규직,사원급외,,
6973,"Tech사업부문 각 분야별 수시 모집(DB,Cloud,보안,영업)",/Recruit/GI_Read/42800792?rPageCode=SL&logpath=21,㈜데이타뱅크,"['경력무관', '초대졸↑', '대구수성구외', '정규직외']","네트워크관리, 데이터관리, 솔루션영업, DBMS, 시스템영업, 기술영업, Oracle, 솔루션스아키텍트, IT컨설팅, 클라우드아키텍트, DB튜닝",경력무관,초대졸↑,대구수성구외,정규직외,,,
6974,의료IT 개발자 채용공고,/Recruit/GI_Read/42800727?rPageCode=SL&logpath=21,㈜성심네트웍스,"['경력무관', '초대졸↑', '서울강서구', '정규직', '4,000~7,000만원']","SM, SI개발",경력무관,초대졸↑,서울강서구,정규직,"4,000~7,000만원",,
6975,송도 소프트웨어 경력 개발자(팀장급),/Recruit/GI_Read/42799717?rPageCode=SL&logpath=21,㈜알에프아이오티,"['경력15년↑', '초대졸↑', '인천연수구', '정규직', '팀장/매니저/실장']","솔루션, 시스템분석, SI개발, SI개발, 시스템설계, 소프트웨어개발",경력15년↑,초대졸↑,인천연수구,정규직,팀장/매니저/실장,,
6976,경력 5년 이하 IT 시스템 엔지니어 모집,/Recruit/GI_Read/42797689?rPageCode=SL&logpath=21,㈜바이텍정보통신,"['경력2년↑', '초대졸↑', '경기성남시', '정규직', '사원급외']","서버구축, 서버관리",경력2년↑,초대졸↑,경기성남시,정규직,사원급외,,
6977,VR컨텐츠제작(Unity)/VR행사진행/정규직 근무시간9-5시/경력(3000-3600)/신입(협의),/Recruit/GI_Read/42797644?rPageCode=SL&logpath=21,VR임팩트(VRIMPACT),"['경력무관', '학력무관', '서울성동구', '정규직', '3,000~3,600만원', '사원급외']",컴퓨터,경력무관,학력무관,서울성동구,정규직,"3,000~3,600만원",사원급외,
6978,정보시스템 HW 유지보수 운영자(초급 또는 신입) 채용 합니다,/Recruit/GI_Read/42797564?rPageCode=SL&logpath=21,㈜에이치엘시스템,"['신입·경력1년↑', '초대졸↑', '세종전지역', '정규직', '3,600~3,800만원', '사원급외']","SM, 시스템운영, SI",신입·경력1년↑,초대졸↑,세종전지역,정규직,"3,600~3,800만원",사원급외,
6979,(주)위자드랩 소프트웨어 개발자 모집 ( Linux/ BSP 외 ),/Recruit/GI_Read/42796253?rPageCode=SL&logpath=21,㈜위자드랩,"['신입·경력', '학력무관', '서울금천구외', '정규직외']","안드로이드, 모바일, 텔레매틱스, 무선통신",신입·경력,학력무관,서울금천구외,정규직외,,,
6980,[원아이디랩] JSP / PHP 웹프로그래머 개발인재를 모십니다. (경력),/Recruit/GI_Read/42796061?rPageCode=SL&logpath=21,㈜원아이디랩,"['경력5년↑', '학력무관', '경기성남시', '정규직', '팀원외']","소프트웨어개발, 솔루션",경력5년↑,학력무관,경기성남시,정규직,팀원외,,
6981,자동차 OEM 내비게이션 HMI 개발 부문 채용 - 안드로이드 경력 개발자 모집,/Recruit/GI_Read/42794585?rPageCode=SL&logpath=21,㈜아이나비시스템즈,"['경력3년↑', '학력무관', '경기성남시', '정규직']","모바일앱개발, BigData, 솔루션, Automotive, 소프트웨어개발",경력3년↑,학력무관,경기성남시,정규직,,,
6982,"SM(운영)/생명보험/여의도/상세참조/해당업무경력자/...고급1명,상품,java/...고급1명,지급,java/...중급1명,수익증권,java,pro-c/",/Recruit/GI_Read/42805358?rPageCode=SL&logpath=21,조인아이티,"['경력3년↑', '학력무관', '서울영등포구', '계약직외']","모바일앱개발, BigData, GUI, SM, DW, SI개발, SI",경력3년↑,학력무관,서울영등포구,계약직외,,,
6983,네트워크 보안 솔루션 엔지니어 (신입/경력) 모집,/Recruit/GI_Read/42804822?rPageCode=SL&logpath=21,㈜인포시즈,"['신입·경력', '초대졸↑', '서울강남구', '정규직', '4,000~5,000만원', '과장~차장급']","네트웍구축, 네트워크관리",신입·경력,초대졸↑,서울강남구,정규직,"4,000~5,000만원",과장~차장급,
6984,[경주] 킵워크 웹퍼블리셔 신입 채용,/Recruit/GI_Read/42804086?rPageCode=SL&logpath=21,킵워크,"['신입', '학력무관', '경북경주시', '정규직']","모바일앱개발, SM, 웹표준·웹접근성, GUI, SI, 반응형웹, 웹마스터, 소프트웨어개발",신입,학력무관,경북경주시,정규직,,,
6985,[대구] 솔루션 엔지니어를 모집합니다. (신입/경력),/Recruit/GI_Read/42804071?rPageCode=SL&logpath=21,㈜아크데이타,"['신입·경력2년↑', '초대졸↑', '대구수성구외', '정규직외']","빅데이터, 데이터관리, 솔루션, DBMS, 데이터마이닝, 소프트웨어개발, 데이터파이프라인",신입·경력2년↑,초대졸↑,대구수성구외,정규직외,,,
6986,솔루션 엔지니어 채용,/Recruit/GI_Read/42803271?rPageCode=SL&logpath=21,㈜이노트리,"['경력3년↑', '초대졸↑', '서울강남구', '정규직', '주임~대리급외']",시스템운영,경력3년↑,초대졸↑,서울강남구,정규직,주임~대리급외,,
6987,Project 수행/개발(Java) 및 운영,/Recruit/GI_Read/42803226?rPageCode=SL&logpath=21,㈜헤론헬스정보시스템,"['경력5년↑', '초대졸↑', '서울서대문구', '정규직']","SM, DW, jquery, SM, 구매, 시스템분석, SI, SI개발, 병원, ISP, SI, 아키텍처, 시스템설계, 소프트웨어개발",경력5년↑,초대졸↑,서울서대문구,정규직,,,
6988,[Unity] 유니티 개발자 경력 정규직 모집,/Recruit/GI_Read/42801747?rPageCode=SL&logpath=21,인디고엔터테인먼트,"['경력3년↑', '초대졸↑', '서울영등포구', '정규직', '사원급외']","인터랙션, Unity, 증강현실, 가상현실",경력3년↑,초대졸↑,서울영등포구,정규직,사원급외,,
6989,"[라이브애플리케이션] 웹개발자(Java, Vue.js) 경력직 채용(정규직)",/Recruit/GI_Read/42801527?rPageCode=SL&logpath=21,㈜라이브애플리케이션,"['경력6년↑', '학력무관', '서울금천구', '정규직', '5,000~10,000만원', '과장~차장급']","솔루션, 소프트웨어개발",경력6년↑,학력무관,서울금천구,정규직,"5,000~10,000만원",과장~차장급,
6990,대규모 메시징 전송 처리를 위한 리눅스 서버 개발 및 시스템 운용,/Recruit/GI_Read/42801469?rPageCode=SL&logpath=21,㈜인포존,"['경력', '학력무관', '경기하남시', '정규직', '6,000만원이상']","소프트웨어개발, SI, WAS, 서버관리, 서버관리",경력,학력무관,경기하남시,정규직,"6,000만원이상",,
6991,[(주)아고스비전] 컴퓨터 비전 및 임베디드 시스템 프로그래머 채용,/Recruit/GI_Read/42651747?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '대졸↑', '서울서초구외', '정규직']","임베디드, 전자, 회로설계, 시스템분석, 시스템설계, 자동제어, 프로그램, 임베디드",경력무관,대졸↑,서울서초구외,정규직,,,
6992,[(주)퀀텀테크] 반도체 / LCD 장비 전장(계정)설계 경력자 채용,/Recruit/GI_Read/42651541?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력3년↑', '초대졸↑', '충남천안시외', '정규직']","생산기술, 제품개발, 신소재, 제어·설계, 반도체장비, LCD, 반도체, 시스템설계, LCD, 전장, 제어·설계, 디스플레이, 반도체생산, 자동화라인, 회로설계",경력3년↑,초대졸↑,충남천안시외,정규직,,,
6993,[(주)바투잼] S/W 개발자 채용,/Recruit/GI_Read/42651261?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력2년↑', '초대졸↑', '대전유성구외', '정규직']","시스템분석, 시스템설계, SI개발, 전기기술",경력2년↑,초대졸↑,대전유성구외,정규직,,,
6994,[(주)아이비유] 기술(특허) 사업화(예비) 전문가 채용,/Recruit/GI_Read/42650822?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '초대졸↑', '대전유성구외', '정규직']","연구소, 신사업기획, 제안·컨설팅, 웹컨설팅, 사업기획, 연구기획, 컨설팅",경력무관,초대졸↑,대전유성구외,정규직,,,
6995,[(주)소암컨설턴트] 정보통신기술자 정규직 채용,/Recruit/GI_Read/42649789?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '초대졸↑', '대전유성구외', '정규직']","조립, 기계조립, 소프트웨어개발",경력무관,초대졸↑,대전유성구외,정규직,,,
6996,"[(주)픽소니어] SW 산업관리 / 품질(QA,QC) 정규직 채용공고",/Recruit/GI_Read/42642998?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력', '초대졸↑', '대전유성구외', '정규직']","소프트웨어, 품질보증, 검증, 문서작성, SW, 사업관리, QC, 문서관리, 품질테스트, 검증, 소프트웨어개발",경력,초대졸↑,대전유성구외,정규직,,,
6997,공공기관(국립재난안전연구원) 전산 유지보수 상주 직원 채용,/Recruit/GI_Read/42644010?rPageCode=SL&logpath=2,㈜디아이앤씨,"['경력무관', '학력무관', '울산중구', '계약직']","네트웍구축, 통신, 홈네트워크, IDC, VoIP",경력무관,학력무관,울산중구,계약직,,,
6998,"[LG그룹] 풀스텍 JAVA, 클라우드 아키텍처(TA/AA) 경력 채용",/Recruit/GI_Read/42634768?rPageCode=SL&logpath=2,㈜비즈테크아이,"['경력2년↑', '대졸↑', '서울마포구외', '정규직']","네트워크관리, 시스템분석, 시스템운영, 시스템운영, 시스템분석, 정보보안, 네트워크관리, 클라이언트, SI개발, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 아키텍처, 시스템설계, 클라우드아키텍트, 네트워크관리, 소프트웨어개발",경력2년↑,대졸↑,서울마포구외,정규직,,,
6999,[수원지사 / 신입가능] 큐로드 QA 신입사원 모집,/Recruit/GI_Read/42634651?rPageCode=SL&logpath=2,인트로맨㈜,"['신입·경력', '학력무관', '경기수원시외', '계약직외', '', '208만원이상(월)', '사원급']","모바일앱게임, 테스터, 웹마스터, QA, 게임기획, 게임운영관리, 게임개발, 검증, GM·CS",신입·경력,학력무관,경기수원시외,계약직외,,208만원이상(월),사원급
7000,보안 관제 채용 (계약직),/Recruit/GI_Read/42625382?rPageCode=SL&logpath=2,메가존클라우드㈜,"['경력', '학력무관', '서울강남구', '계약직외']","POC구축, K8s, DevOps Architect, 솔루션, AWS, 소프트웨어개발, Cloud, Cloud Engineer",경력,학력무관,서울강남구,계약직외,,,
7001,[iFA]금융 데이터 분석 및 S/W 개발 기획자 채용,/Recruit/GI_Read/42800798?rPageCode=SL&logpath=21,아이에프에이 주식회사,"['경력1년↑', '학력무관', '서울강남구', '정규직']","데이터분석, UI·UX기획, 콘텐츠기획, 데이터분석, 분석모델링",경력1년↑,학력무관,서울강남구,정규직,,,
