링크,회사명,법인명,채용내용,태그,뱃지,근무지,모집구분,학력조건
/zf_user/jobs/relay/view?view_type=list&rec_idx=46507447,(주)에너자이,None,(전문연구요원 가능) AI Camera 테스트 / 화질최적화 엔지니어,['앱개발영상처리임베디드C++알고리즘 외'],None,서울 강남구,경력무관 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46603487,(주)넥스트정보기술,None,2023년 하반기 네트워크/방화벽 엔지니어 채용공고,['보안컨설팅정보보안CISO네트워크방화벽 외'],None,서울 영등포구,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634797,(주)에이텍모빌리티,에이텍모빌리티그룹,[판교] 회로연구 경력 모집,"['H', 'W연구원회로설계CAD']",None,경기 성남시 분당구,경력 5년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634796,올제텍㈜,None,FPGA 엔지니어 모집,['FPGA알고리즘영상처리인터페이스'],None,대전 유성구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46612865,연세미사랑의원,None,[주35시간/경력 채용] 성형외과 웹디자이너 / 바이럴마케팅 팀원,['웹마스터병원마케팅마케팅기획마케팅전략블로그마케팅 외'],디자인 지원 급상승,대구 동구,1 ~ 10년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=44607825,슈어소프트테크(주),슈어소프트테크그룹,SW 검증(Automotive 시스템 검증) - 판교/군포,"['임베디드S', 'WC++C언어Matlab 외']",취업축하금,경기전체 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46619032,(주)티맥스핀테크,티맥스에이앤씨그룹,[TmaxFintech] 개발 연구원 채용,"['백엔드', '서버개발프론트엔드R']",None,경기 성남시 분당구,2 ~ 5년 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46606666,(주)건우솔루션,None,[경력] 소프트웨어 개발 관리 담당자 모집,"['IT컨설팅QA', '테스터SI개발ICT컨설팅임베디드 외']",None,서울 강서구,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46562103,(주)건우솔루션,None,[신입/경력] 소프트웨어 개발 관리 담당자 모집 (판교),"['QA', '테스터임베디드S', 'WC++솔루션 외']",None,경기 성남시 분당구,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634755,마이스마트하우스(주),None,웹개발 PHP 개발자 모집,"['백엔드', '서버개발APIAWSJavaMySQL 외']",None,서울 송파구,2 ~ 10년 · 정규직 외,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46481519,에프디스플레이(주),None,[에프디스플레이]-경영본부 전산 PI 담당자 채용,['IT컨설팅SI개발ICT컨설팅솔루션ERP 외'],None,서울 금천구 외,경력 7년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46602949,(주)아이티마야,None,컴퓨터 조립및 유지보수 정직원 모집,"['유지보수SE(시스템엔지니어)H', 'WS', 'W']",None,서울 영등포구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46448454,(주)아이티마야,None,서버 엔지니어 경력무관 채용(정규직),"['유지보수SE(시스템엔지니어)H', 'WS', 'W']",None,서울 영등포구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634726,(주)에이치코비,None,수질 측정기 기기 A/S 담당 직원 채용,"['기술지원유지보수정보통신정비기사A', 'S기사 외']",None,경기 안양시 동안구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634719,(주)네오셈,None,SW 개발자 신입사원 채용 (공고졸업자),"['APIS', 'WC#C++C언어']",None,경기 화성시,신입 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634699,(주)케이비시스,None,Java(경력 5년차 이상) 개발자를 모집합니다.,['Java'],None,서울 구로구,경력 5년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634679,(주)네오셈,None,[전문연구요원] (주)네오셈 H/W 개발자 채용,"['H', 'W회로설계자동제어반도체']",None,경기 안양시 동안구,신입 · 경력 · 정규직 외,석사↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634665,(주)팜프로,None,앱 개발자 채용,['AndroidiOSKotlinNode.jsSwift 외'],None,인천 연수구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46632668,그린포러스(주),None,그린포러스 하반기 신규직원 채용 공고,"['비품관리사무보조쇼핑몰관리수', '발주주문관리 외']",None,서울 광진구,경력무관 · 계약직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634657,(주)케이비시스,None,(주) 케이비시스에서 DevOps 엔지니어를 모집합니다.,"['백엔드', '서버개발SE(시스템엔지니어)DevOps']",None,서울 구로구,경력 3년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634653,(주)한국지에스티,None,공공기관 SI/SM 사업관리 채용,['IT컨설팅문서작성서류관리PMO사업관리'],None,서울 중구 외,경력 3년↓ · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634649,(주)게임펍,한성그룹,[모바일게임] 신규 프로젝트/서버 프로그래머 채용,"['게임개발백엔드', '서버개발C#네트워크클라우드 외']",None,서울 구로구,경력 1년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634645,(주)널리소프트,None,[AI 세금신고 1위 SSEM] 백엔드(Java) 개발자 채용 (신입가능),"['백엔드', '서버개발앱개발웹개발빅데이터알고리즘 외']",IT개발·데이터 스크랩 TOP100,서울 영등포구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634637,(주)네오셈,None,자동화 장비 설계 및 개발 경력자 채용,"['SE(시스템엔지니어)알고리즘APIS', 'WC# 외']",None,경기 안양시 동안구,경력 5년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634626,현대디지텍코어(주),None,IT S/W 오류 상담 및 원격 처리,['기술지원유지보수정보보안네트워크트러블슈팅 외'],None,서울 영등포구,신입 · 경력 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46506101,(주)메타엠,메타엠그룹,[ 1년계약직/경력우대 ] 티빙 컨텐츠운영팀 / OTT모니터링,['기술지원사이트관리콘텐츠관리콘텐츠에디터게시판관리 외'],100명 이상,서울 금천구,경력무관 · 계약직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46332770,(주)씨케이피,None,[오산]설비 PC제어/비전 프로그램 개발자 모집 (신입/경력),['컴퓨터비전C#MFCVisualC·C++장비제어'],None,경기 오산시,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634578,(주)네오셈,None,HW / SW 개발 경력직 채용,"['APIH', 'WS', 'W.NETC# 외']",None,경기 안양시 동안구,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634579,(주)엠디비젼,None,[경력] PHP 웹 개발자 / 홈페이지 유지보수 및 개발,['웹개발프론트엔드유지보수CSSHTML 외'],None,서울 강남구,3 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634575,TDCX SDN. BHD.,None,[해외] 미디어 플랫폼 대기업 - 광고 기술 지원팀,['기술지원광고영업'],None,아시아·중동 말레이시아,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46507455,(주)에너자이,None,(전문연구요원 가능) AI 컴파일러 엔지니어 채용 공고,['딥러닝AI(인공지능)C언어PytorchScala 외'],None,서울 강남구,경력무관 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634567,TDCX SDN. BHD.,None,[해외근무] 프론트엔드(기술지원) 경력무관 채용(정규직),['기술지원프론트엔드Javascript'],None,아시아·중동 말레이시아,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46627936,(주)노르마,노르마그룹,[노르마]각 부문별 개발자 채용(병역특례가능),"['백엔드', '서버개발웹개발정보보안네트워크머신러닝 외']",None,서울 성동구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634546,바이옴테크 주식회사(BIOMETECH),None,[바이옴테크] 퍼블리셔 경력 모집 (3년 이상),['퍼블리셔CSSCSS3HTMLHTML5 외'],None,서울 강서구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46449239,진우산전(주),None,CCTV 및 무인단속장비 유지보수 채용 '강원도',['유지보수'],None,강원 춘천시,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634534,(주)아이티온넷,None,[경력] 네트워크엔지니어 모집합니다.,['네트워크방화벽인프라'],None,서울 금천구,경력 2년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634530,채우리,None,온라인 가구 쇼핑몰 웹디자이너 상품 페이지 제작,['HTML가구쇼핑몰웹디자인일러스트레이터 외'],None,서울 강동구,경력무관 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634523,(주)하이비젼시스템,하이비젼시스템그룹,차세대연구소 엔지니어 신입 및 경력 모집(설계/HW/SW알고리즘),"['딥러닝빅데이터알고리즘H', 'WMCU 외']",IT개발·데이터 스크랩 TOP100,경기 성남시 중원구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46507460,(주)에너자이,None,(전문연구요원 가능) AI CCTV 어플리케이션 개발자,['앱개발영상처리임베디드C++알고리즘 외'],None,서울 강남구,2 ~ 3년 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634502,주식회사 슬로우패스트,None,php웹개발자 채용,['PHP웹개발그누보드ApacheAWS 외'],None,경기 고양시 일산동구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46613458,(주)아이엔에스시스템,None,[신설동/Vue.js] 대기업 그룹웨어 구축 고급 개발자 모집,"['백엔드', '서버개발웹개발프론트엔드SI개발ERP 외']",None,서울 동대문구,경력 9년↑ · 프리랜서,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634478,(주)자이크론,None,"Qt, C++ 신입/경력 개발자 모집",['WindowsC++C언어LinuxMFC 외'],None,서울 구로구,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634476,㈜패션플러스,어센틱브랜즈홀딩스그룹,온라인쇼핑몰 (주)패션플러스 정보보호 담당자 (ISMS) 채용,['정보보안취약점진단ISMS정보보호교육방화벽 외'],None,경기 성남시 분당구,2 ~ 5년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=42977925,(주)에너자이,None,(전문연구요원 가능) AI 컴파일러 엔지니어 채용,['데이터분석가웹개발딥러닝머신러닝블록체인 외'],취업축하금,서울 강남구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46067865,(주)에너자이,None,[전문연구요원 가능] AI Camera 테스트 / 화질최적화 엔지니어,"['QA', '테스터딥러닝머신러닝알고리즘음성인식 외']",취업축하금,서울 강남구 외,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634462,주식회사  심플한,None,빅데이터 분석 및  AI 개발자 채용,['머신러닝빅데이터데이터마이닝HadoopPython 외'],None,인천 미추홀구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634461,에이스휴먼파워(주),None,마이크로소프트MS Office365 [기술지원 엔지니어] 재택/연봉협의,['기술지원데이터엔지니어유지보수정보보안DBA 외'],100명 이상,서울 서초구 외,경력 1년↑ · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46631869,연세미사랑의원,None,[대구성형외과/주5일] 웹디자이너 / 바이럴마케팅 경력직 채용,['웹마스터병원마케팅마케팅기획마케팅전략블로그마케팅 외'],디자인 조회 급상승,대구 동구,1 ~ 10년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=42977901,(주)에너자이,None,[전문연구요원 가능] ML Engineer/Researcher 채용,['데이터분석가딥러닝머신러닝블록체인빅데이터 외'],취업축하금,서울 강남구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634445,법무법인(유)세종,None,전산실 개발인력(경력) 채용,['웹개발CSS3JavascriptJSPMSSQL 외'],None,서울 종로구,경력 2년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634442,주식회사클립프루브(Clipprove),None,뷰티 쇼핑몰 온라인 플랫폼 기획MD 직원 모집,['앱개발웹개발기획MD브랜드MD온라인MD 외'],None,서울 용산구,1 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46067761,(주)에너자이,None,[전문연구요원 가능] AI CCTV 어플리케이션 개발자,['데이터분석가딥러닝머신러닝블록체인빅데이터 외'],취업축하금,서울 강남구 외,2 ~ 3년 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46622476,(주)포에스시스템,None,[청주] LG에너지솔루션 C# 운영,['C#C++'],None,충북 청주시 서원구,신입 · 경력 · 프리랜서,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46622487,(주)포에스시스템,None,[청주] LG에너지솔루션 C# 개발,['ASP.NETC#MSSQLC++SQL'],None,충북 청주시 서원구,경력 5년↑ · 프리랜서,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46634377,미림미디어랩(주),None,"html, css, 자바스크립트 기반 개발물 수정(포팅업무)",['CSSHTMLJavascript'],None,서울 강서구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46503030,(주)티앤테크,None,"(대전)서버,네트워크시스템 장애관제 운영자  모십니다",['정보보안네트워크'],None,대전 유성구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46596851,유파운드(주),None,PHP 웹 개발 경력자 모집,['웹개발APIASPC++C언어 외'],None,서울 금천구,경력 5년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=45410526,(주)인터엑스,None,"[서울] 데이터분석(시계열 데이터 분석, Data Scientist)",['데이터분석가SE(시스템엔지니어)데이터마이닝데이터시각화딥러닝 외'],취업축하금,서울전체 외,2 ~ 5년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=44865957,(주)인터엑스,None,"[울산] 데이터분석(시계열 데이터 분석, Data Scientist)",['데이터분석가SE(시스템엔지니어)데이터마이닝데이터시각화딥러닝 외'],취업축하금,울산전체 외,2 ~ 5년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=45410062,(주)인터엑스,None,[서울] 주니어(Junior) 백엔드(Backend) 개발자,"['백엔드', '서버개발웹개발프론트엔드DBARDBMS 외']",취업축하금,서울전체 외,2 ~ 5년 · 정규직,학력무관
